question,answer,faithfulness,answer_relevancy,context_relevancy,context_recall,context_precision
"Tình huống: Một quản tài viên đã không tuân thủ các quy định về vệ sinh và an toàn trong quá trình chuẩn bị cho một tang lễ, dẫn đến sự lây lan của một căn bệnh truyền nhiễm. Câu hỏi: Quản tài viên có thể bị truy cứu trách nhiệm hình sự không và nếu có, theo điều khoản nào của Bộ luật Hình sự?","Tôi không thể trả lời câu hỏi này dựa trên các điều luật được cung cấp.  Các điều luật đề cập đến việc xử lý vi phạm liên quan đến tài sản và tham ô, không liên quan đến vi phạm vệ sinh và an toàn dẫn đến lây lan bệnh truyền nhiễm.",0.7510094,0.7852412,0.74713075,0.9320388349514563,0.06378737541528239
Tình huống: Một quản tài viên đã từ chối cung cấp dịch vụ cho một gia đình vì lý do cá nhân. Câu hỏi: Việc từ chối cung cấp dịch vụ có phải là vi phạm pháp luật không và quản tài viên có thể phải đối mặt với hậu quả pháp lý nào?,"Việc quản tài viên từ chối cung cấp dịch vụ vì lý do cá nhân không tự nó cấu thành vi phạm pháp luật, trừ khi lý do từ chối thuộc trường hợp quy định tại Điều 37.2.NĐ.2.19.  Không có thông tin trong văn bản cung cấp để xác định lý do từ chối của quản tài viên có thuộc các trường hợp này hay không, nên không thể xác định hậu quả pháp lý.",0.7961203,0.8470327,0.7054709,0.9642857142857143,0.05942773294203962
"Tình huống: Công ty A và công ty B có một tranh chấp thương mại liên quan đến việc giao hàng trễ. Công ty A muốn giải quyết tranh chấp thông qua hòa giải thương mại thay vì đi tới tòa án. Câu hỏi: Trong trường hợp này, công ty A cần chuẩn bị những gì để tiến hành quá trình hòa giải thương mại?","Công ty A cần chuẩn bị thông tin, tài liệu liên quan đến tranh chấp giao hàng trễ để trình bày với hòa giải viên thương mại theo yêu cầu;  chuẩn bị cho việc lựa chọn hòa giải viên, địa điểm, thời gian hòa giải; và chuẩn bị cho việc thương lượng về giải pháp giải quyết tranh chấp.",0.86022955,0.8969203,0.7004564,0.912621359223301,0.12051282051282051
"Tình huống: Sau khi hoàn thành quá trình hòa giải thương mại, công ty C nhận ra rằng họ không hài lòng với kết quả. Câu hỏi: Công ty C có quyền nào để kháng cáo hoặc yêu cầu xem xét lại kết quả hòa giải thương mại?","Theo Điều 34.11.NĐ.7.15, nếu không đạt được kết quả hòa giải thành, công ty C có quyền tiếp tục hòa giải hoặc yêu cầu Trọng tài hoặc Tòa án giải quyết tranh chấp theo quy định của pháp luật.",0.8558059,0.73497725,0.6912387,0.9382716049382716,0.06328059950041633
"Tình huống: Trong quá trình hòa giải thương mại giữa công ty D và công ty E, một trong những bên đã vi phạm các điều khoản của thỏa thuận hòa giải. Câu hỏi: Điều gì sẽ xảy ra nếu một bên vi phạm các điều khoản của thỏa thuận hòa giải trong quá trình hòa giải thương mại?","Theo Điều 37.5.LQ.417, nếu nội dung thỏa thuận hòa giải vi phạm điều cấm của luật, trái đạo đức xã hội, hoặc nhằm trốn tránh nghĩa vụ với Nhà nước hoặc người thứ ba, thì thỏa thuận đó sẽ không được công nhận.  Việc vi phạm điều khoản của thỏa thuận hòa giải có thể dẫn đến việc không được công nhận kết quả hòa giải.",0.87280965,0.8455465,0.7296465,0.9108910891089109,0.103954802259887
"Tình huống: Bạn là một doanh nghiệp nhỏ mới thành lập và muốn hiểu rõ hơn về quy định pháp luật liên quan đến việc thuê nhân viên.Câu hỏi: Theo quy định của pháp luật Việt Nam, những điều kiện nào cần được đáp ứng khi thuê một nhân viên?","Theo pháp luật Việt Nam, việc thuê nhân viên cần tuân thủ Bộ luật Lao động, cụ thể là ký kết hợp đồng lao động thỏa thuận các điều khoản về công việc, thời hạn, lương, quyền và nghĩa vụ của cả người sử dụng lao động và người lao động.  Điều kiện cụ thể tùy thuộc vào vị trí công việc và loại hình hợp đồng.",0.8274478,0.8069942,0.69269425,0.9512195121951219,0.052243804420629605
"Tình huống: Bạn là một người dân tình cờ phát hiện ra một hoạt động kinh doanh trái phép trong khu vực của mình.Câu hỏi: Trong trường hợp phát hiện hoạt động kinh doanh trái phép, bạn có quyền và nghĩa vụ gì theo quy định của pháp luật?","Theo Điều 34.9 Nghị định 85,  bạn có quyền báo cáo hoạt động kinh doanh trái phép đó cho cơ quan Công an hoặc cơ quan quản lý nhà nước có thẩm quyền.  Bạn cũng có nghĩa vụ không cản trở công tác kiểm tra, thanh tra, xử lý vi phạm của các cơ quan này.",0.8229369,0.77882934,0.75825,0.9876543209876543,0.048163756773028296
"Tình huống: Bạn là một người tiêu dùng đã mua một sản phẩm hỏng từ một cửa hàng trực tuyến và muốn biết quyền lợi của mình.Câu hỏi: Khi mua hàng trực tuyến, nếu sản phẩm bị hỏng hoặc không giống như mô tả, bạn có quyền được đổi trả hàng theo quy định của pháp luật như thế nào?","Theo Điều 19.1 Luật bảo vệ quyền lợi người tiêu dùng, bạn có quyền yêu cầu người bán hàng sửa chữa, hoàn lại tiền hoặc đổi hàng mới nếu sản phẩm bị hỏng hoặc không giống như mô tả.",0.87148243,0.8795239,0.82754624,0.9504950495049505,0.07673860911270983
"Tình huống: Anh Bình, người có quyền nuôi con sau khi ly hôn, muốn cho con gái mình, bé Nhi, được theo học ở nước ngoài. Tuy nhiên, cựu vợ anh không đồng ý với quyết định này. Anh Bình có quyền đưa ra quyết định này mà không cần sự đồng ý của cựu vợ không?","Theo Điều 37.5.LQ.29, việc quyết định cho con theo học ở nước ngoài thuộc thẩm quyền giải quyết của Tòa án,  không phải là quyền quyết định độc lập của anh Bình.  Anh Bình cần phải thông qua Tòa án để giải quyết vấn đề này.",0.82608634,0.78568685,0.7148967,0.9024390243902439,0.06341045415595545
"Tình huống: Chị Hương và chồng đã nuôi dưỡng cô bé Linh từ khi cô bé mới 2 tuổi. Giờ đây, khi Linh đã 10 tuổi, người mẹ ruột của Linh xuất hiện và muốn đòi lại quyền nuôi con. Trong trường hợp này, liệu chị Hương và chồng có thể giữ lại quyền nuôi Linh không?","Điều 8.4.LQ.81 quy định về việc trông nom, chăm sóc, nuôi dưỡng, giáo dục con sau ly hôn.  Tòa án sẽ quyết định giao con cho ai dựa trên quyền lợi của con, và nếu con từ 7 tuổi trở lên, nguyện vọng của con sẽ được xem xét.  Việc chị Hương và chồng có thể giữ quyền nuôi Linh hay không phụ thuộc vào quyết định của Tòa án.",0.84910476,0.816711,0.77808505,0.9036144578313253,0.08361204013377926
"Tình huống: Anh Tuấn và chị Lan đã ly hôn. Theo phán quyết của tòa án, chị Lan có quyền nuôi con. Tuy nhiên, sau một thời gian, anh Tuấn phát hiện chị Lan đã tái hôn và điều kiện sống của con không được đảm bảo. Anh Tuấn có thể yêu cầu tòa án xem xét lại quyền nuôi con trong trường hợp này không?","Có. Theo Điều 8.4.LQ.84, khoản 2, điểm b, nếu người trực tiếp nuôi con (chị Lan) không còn đủ điều kiện trực tiếp trông nom, chăm sóc, nuôi dưỡng, giáo dục con, anh Tuấn có quyền yêu cầu Tòa án xem xét lại việc thay đổi người trực tiếp nuôi con.",0.8165556,0.7485076,0.7444885,0.94,0.05094850948509485
Tình huống: Anh Trung muốn công chứng bản sao của giấy chứng nhận quyền sở hữu nhà. Anh ấy có thể tự làm việc này không hay cần có sự tham gia của bên thứ ba?,Anh Trung cần sự tham gia của công chứng viên để công chứng bản sao giấy chứng nhận quyền sở hữu nhà.,0.72505146,0.86010253,0.7188796,0.8727272727272727,0.02154398563734291
Tình huống: Chị Lan muốn công chứng hợp đồng mua bán nhà đất. Chị ấy không rõ về các loại phí liên quan. Phí công chứng hợp đồng mua bán nhà đất được tính như thế nào?,"Phí công chứng hợp đồng mua bán nhà đất được tính trên tổng giá trị quyền sử dụng đất và giá trị tài sản gắn liền với đất, bao gồm nhà ở và công trình xây dựng trên đất (Điều 33.3.TT.82.4, khoản 2, điểm a2).",0.8731198,0.7948664,0.7547914,0.9444444444444444,0.019883040935672516
Tình huống: Anh Tú muốn công chứng di chúc của mình nhưng không muốn người thân biết. Liệu thông tin này có được bảo mật không?,"Theo Điều 9.1.LQ.641, người giữ bản di chúc có nghĩa vụ giữ bí mật nội dung di chúc.  Vì vậy, thông tin về di chúc của anh Tú được bảo mật nếu anh ấy gửi giữ tại tổ chức hành nghề công chứng hoặc người được anh ấy tin tưởng.",0.8059293,0.7830157,0.614477,0.8913043478260869,0.02851182197496523
"Tình huống: Anh Bình mua một chiếc xe máy từ anh Thành nhưng sau một thời gian sử dụng, anh Bình phát hiện ra rằng chiếc xe này đã bị thay đổi số khung và số máy. Câu hỏi: Anh Bình có quyền yêu cầu anh Thành hoàn lại tiền và lấy lại xe không? Nếu có, anh Bình cần thực hiện những thủ tục gì?",Câu hỏi của bạn nằm ngoài phạm vi các điều luật được cung cấp.  Tôi không thể trả lời câu hỏi này.,0.66127336,0.5382383,0.6323465,0.9029126213592233,0.045588235294117645
Tình huống: Chị Hương và chị Lan là hai chị em ruột. Chị Hương muốn chuyển nhượng một phần diện tích đất của mình cho chị Lan nhưng không biết cách thức thực hiện. Câu hỏi: Chị Hương cần làm gì để chuyển nhượng phần đất của mình cho chị Lan? Có cần thông qua cơ quan nào không?,"Chị Hương cần làm hợp đồng chuyển nhượng quyền sử dụng đất với chị Lan theo Điều 9.1.LQ.500.  Việc chuyển nhượng này cần được thực hiện thông qua cơ quan nhà nước có thẩm quyền theo quy định của Luật đất đai, và chị Hương có thể được miễn lệ phí trước bạ theo Điều 33.3.NĐ.4.9, khoản 10.",0.87265,0.8069538,0.7255894,0.9354838709677419,0.09446254071661238
"Tình huống: Anh Bình mua một mảnh đất ở ngoại ô thành phố từ anh Tuấn. Tuy nhiên, sau khi giao dịch, anh Bình phát hiện ra rằng mảnh đất này đã bị cơ quan nhà nước tịch thu để xây dựng công trình công cộng. Câu hỏi: Anh Bình có quyền yêu cầu anh Tuấn hoàn lại số tiền mà anh đã trả cho mảnh đất không?",Anh Bình có quyền yêu cầu anh Tuấn hoàn lại số tiền đã trả.  Việc mảnh đất bị tịch thu để xây dựng công trình công cộng cho thấy giao dịch giữa anh Bình và anh Tuấn bị vô hiệu do đối tượng giao dịch (mảnh đất) không còn tồn tại hợp pháp.  Điều này dựa trên nguyên tắc về đối tượng giao dịch trong luật dân sự.,0.83562684,0.9252092,0.6962297,0.8282828282828283,0.09579439252336448
Tình huống: Chị Lan là một người nước ngoài muốn mua một căn hộ ở Việt Nam. Chị ấy đã tìm hiểu và biết rằng người nước ngoài có thể sở hữu nhà ở tại Việt Nam theo Luật Nhà ở. Câu hỏi: Chị Lan cần những giấy tờ gì để chứng minh quyền sở hữu căn hộ của mình?,Chị Lan cần các giấy tờ chứng minh quyền sở hữu căn hộ theo quy định của Luật Nhà ở Việt Nam.  Luật cụ thể không được đề cập trong văn bản cung cấp.,0.8759034,0.8063991,0.76110405,0.9310344827586207,0.0422976501305483
"Tình huống: Anh Thanh muốn chuyển nhượng quyền sử dụng đất cho con gái mình. Tuy nhiên, anh Thanh không biết phải thực hiện thủ tục như thế nào. Câu hỏi: Anh Thanh cần làm gì để chuyển nhượng quyền sử dụng đất cho con gái mình theo quy định của pháp luật?","Anh Thanh cần thực hiện hợp đồng chuyển nhượng quyền sử dụng đất với con gái mình theo Điều 9.1.LQ.500 và Điều 7  (thỏa thuận giữa các bên về chuyển nhượng quyền sử dụng đất).  Sau đó, tuỳ thuộc vào chính sách thuế, anh Thanh có thể cần chuẩn bị các giấy tờ theo Điều 33.4.TT.11.53 để được miễn thuế (ví dụ: giấy khai sinh của cả hai người, sổ hộ khẩu,...) hoặc các giấy tờ khác theo quy định của pháp luật.",0.89331913,0.8513646,0.6907493,0.8780487804878049,0.048582995951417005
"Tình huống: Anh Trung muốn mua một lô đất ở khu vực quận 7, TP.HCM thông qua đấu giá. Anh ấy đã thắng trong cuộc đấu giá nhưng sau đó không thể hoàn thành giao dịch do khó khăn tài chính. Câu hỏi: Theo quy định của pháp luật Việt Nam, anh Trung có thể bị xử lý như thế nào nếu không hoàn thành giao dịch sau khi thắng cuộc đấu giá?","Điều luật không nêu rõ hình thức xử lý đối với trường hợp anh Trung không hoàn thành giao dịch sau khi thắng cuộc đấu giá.  Tuy nhiên, tùy thuộc vào loại tài sản đấu giá và điều khoản hợp đồng, anh Trung có thể phải chịu trách nhiệm dân sự như bồi thường thiệt hại cho người bán hoặc bị hủy kết quả đấu giá theo Điều 4.1.LQ.72 nếu có vi phạm.",0.81045234,0.84444433,0.6958679,0.8627450980392157,0.04824561403508772
"Tình huống: Công ty ABC muốn bán một số tài sản thông qua đấu giá. Tuy nhiên, sau khi công bố thông tin về cuộc đấu giá, họ nhận được một lượng lớn phản hồi tiêu cực từ cộng đồng vì giá khởi điểm quá cao. Câu hỏi: Công ty ABC có quyền điều chỉnh giá khởi điểm sau khi đã công bố thông tin về cuộc đấu giá không?",Điều luật không nêu rõ quyền điều chỉnh giá khởi điểm sau khi công bố thông tin đấu giá.  Việc điều chỉnh có thể phụ thuộc vào quy định cụ thể trong Phương án tổ chức đấu giá đã được phê duyệt và các điều kiện khác của Luật Đấu giá tài sản.,0.7877183,0.8336505,0.8112265,0.9619047619047619,0.04678091709124595
"Tình huống: Chị Lan đã mua một chiếc đồng hồ đắt tiền thông qua đấu giá trực tuyến. Tuy nhiên, khi nhận được sản phẩm, chị phát hiện ra rằng đồng hồ không giống như mô tả trong cuộc đấu giá. Câu hỏi: Chị Lan có quyền khiếu nại và yêu cầu hoàn tiền không? Nếu có, quy trình khiếu nại sẽ diễn ra như thế nào?","Chị Lan có quyền khiếu nại và yêu cầu bồi thường theo Điều 34.11.LQ.213.  Chị Lan cần trả lại đồng hồ cho người tổ chức đấu giá trong thời hạn quy định tại Điều 318 của Luật (thời hạn cụ thể cần được tra cứu trong Luật).  Nếu người tổ chức đấu giá không phải là người bán và lỗi mô tả thuộc về người bán, người tổ chức đấu giá sẽ yêu cầu người bán bồi thường.  Quy trình cụ thể sẽ phụ thuộc vào quy định của người tổ chức đấu giá và thỏa thuận giữa các bên.",0.8766493,0.7723254,0.7373464,0.91,0.10569105691056911
"Tình huống: Anh Bình muốn vay một số tiền lớn từ ngân hàng để mở rộng kinh doanh. Ngân hàng yêu cầu anh ta phải có tài sản bảo đảm cho khoản vay. Anh Bình đồng ý sử dụng căn nhà của mình làm tài sản bảo đảm. Câu hỏi: Trong trường hợp này, liệu anh Bình có quyền cho thuê căn nhà đó không khi nó đang được sử dụng làm tài sản bảo đảm cho khoản vay?","Điều này phụ thuộc vào thỏa thuận cụ thể giữa anh Bình và ngân hàng trong hợp đồng thế chấp.  Nếu hợp đồng không cấm anh Bình cho thuê nhà, anh ta có quyền làm vậy.  Tuy nhiên, anh ta cần thông báo cho ngân hàng và đảm bảo việc cho thuê không ảnh hưởng đến quyền của ngân hàng đối với tài sản bảo đảm.",0.82464623,0.91848874,0.79001933,0.9166666666666666,0.05569620253164557
"Tình huống: Chị Lan đã cho một công ty vay một số tiền lớn và nhận cổ phiếu của công ty đó làm tài sản bảo đảm. Sau một thời gian, giá trị cổ phiếu giảm sút đáng kể. Câu hỏi: Liệu chị Lan có quyền yêu cầu công ty cung cấp thêm tài sản bảo đảm để bảo vệ quyền lợi của mình không?",Luật hiện hành không nêu rõ quyền yêu cầu bổ sung tài sản bảo đảm trong trường hợp này.  Cần tham khảo hợp đồng vay và các quy định liên quan đến bảo đảm để xác định quyền lợi của chị Lan.,0.78065944,0.7513906,0.75425893,0.97,0.04073918521629567
"Tình huống: Anh Trung đã vay một số tiền từ ngân hàng và sử dụng xe hơi của mình làm tài sản bảo đảm. Tuy nhiên, anh Trung đã bán xe hơi mà không thông báo cho ngân hàng. Câu hỏi: Liệu hành động của anh Trung có vi phạm pháp luật không và anh ấy có thể phải đối mặt với hậu quả gì?",Hành động của anh Trung có thể vi phạm pháp luật về hợp đồng tín dụng và tội lạm dụng tín nhiệm chiếm đoạt tài sản.  Anh ta có thể bị buộc phải trả lại số tiền đã vay và có thể bị truy cứu trách nhiệm hình sự tùy thuộc vào mức độ và bằng chứng.,0.8212173,0.83000326,0.75705147,0.9081632653061225,0.03784013605442177
"Tình huống: Một người bị cáo buộc tội danh “gây thương tích” và nạn nhân yêu cầu giám định tư pháp để xác định mức độ thương tích. Trong trường hợp này, quyền lợi và nghĩa vụ của bị cáo trong quá trình giám định tư pháp là gì?","Bị cáo không có quyền yêu cầu giám định trong trường hợp này,  nhưng bị cáo có quyền được đọc tài liệu liên quan đến đối tượng giám định và đặt câu hỏi với người tham gia tố tụng về những vấn đề liên quan đến đối tượng giám định (Điều 37.5.LQ.80).",0.8113006,0.7879905,0.65609187,0.9743589743589743,0.03962460896767466
Tình huống: Một vụ án hình sự liên quan đến tài sản lớn đang được điều tra. Có nghi ngờ về giá trị thực của tài sản và cần có giám định tư pháp. Làm thế nào để chọn một chuyên gia giám định tư pháp trong trường hợp này và quy trình giám định tư pháp diễn ra như thế nào?,"Để chọn chuyên gia giám định tư pháp trong vụ án hình sự liên quan đến tài sản lớn, cơ quan tiến hành tố tụng phải lựa chọn tổ chức, cá nhân có đủ năng lực chuyên môn nghiệp vụ, điều kiện cơ sở vật chất phù hợp với lĩnh vực cần giám định (Điều 37.7.TL.1.3, khoản 3).  Quy trình giám định tư pháp bao gồm: thu thập thông tin, tài liệu; thực hiện giám định; báo cáo kết quả hoặc đưa ra kết luận giám định; và lập đề cương giám định (nếu cần) (Điều 4.3.TT.33.14, khoản 1).",0.9275586,0.86437863,0.7780101,0.9891304347826086,0.04026548672566372
"Tình huống: Trong một vụ án hình sự, bị cáo không đồng ý với kết quả giám định tư pháp và yêu cầu giám định lại. Trong trường hợp này, quy định pháp luật về việc yêu cầu giám định lại là gì và quy trình thực hiện như thế nào?","Theo Điều 4.3.LQ.29, giám định lại được thực hiện nếu có căn cứ cho rằng kết luận giám định lần đầu không chính xác, hoặc trong trường hợp quy định tại khoản 2 Điều 30 của Luật này (Luật chưa được cung cấp).  Người trưng cầu giám định tự quyết định việc trưng cầu giám định lại hoặc theo đề nghị của người yêu cầu giám định.  Nếu người trưng cầu giám định không chấp nhận, họ phải thông báo bằng văn bản và nêu rõ lý do.",0.90983105,0.7838029,0.74304324,0.9743589743589743,0.05053191489361702
"Tình huống: Bạn là một cán bộ hành chính và nhận được một đơn từ một công dân yêu cầu xem xét lại quyết định về việc cấp phép xây dựng của mình. Đơn này đã được gửi sau 90 ngày kể từ ngày nhận quyết định ban đầu. Câu hỏi: Theo quy định của pháp luật Việt Nam, bạn có thể xem xét lại quyết định này không?","Tôi không thể xem xét lại quyết định cấp phép xây dựng này.  Theo Điều 18.1.LQ.7,  nếu đơn khiếu nại được gửi sau thời hạn quy định mà chưa được giải quyết, người khiếu nại có quyền khởi kiện vụ án hành chính tại Tòa án.",0.79749537,0.7812983,0.682314,0.9727272727272728,0.04951411383618695
"Tình huống: Bạn là một công dân và muốn nộp đơn xin cấp lại giấy phép lái xe do bị mất. Tuy nhiên, bạn không biết thủ tục cần thiết để làm điều này. Câu hỏi: Bạn cần chuẩn bị những giấy tờ gì để nộp đơn xin cấp lại giấy phép lái xe?","Tôi không thể trả lời câu hỏi của bạn dựa trên các điều luật được cung cấp.  Các điều luật này chỉ đề cập đến thủ tục đổi giấy phép lái xe do hỏng, sai thông tin, hoặc chuyển đổi giữa giấy phép lái xe dân sự và quân sự, chứ không đề cập đến thủ tục cấp lại giấy phép lái xe bị mất.",0.8155438,0.8419539,0.72233605,0.9438202247191011,0.03444034440344403
"Tình huống: Bạn là một doanh nghiệp muốn đăng ký kinh doanh nhưng không biết thời gian cụ thể để hoàn thành thủ tục này. Câu hỏi: Theo quy định của pháp luật Việt Nam, thời gian cụ thể để hoàn thành thủ tục đăng ký kinh doanh là bao lâu?","Luật pháp Việt Nam không quy định thời gian cụ thể để hoàn thành thủ tục đăng ký kinh doanh.  Thời gian thực tế phụ thuộc vào nhiều yếu tố, bao gồm độ đầy đủ của hồ sơ và hiệu quả làm việc của cơ quan đăng ký kinh doanh.",0.7870306,0.8716723,0.7133957,0.9459459459459459,0.03823047515019115
Tình huống: Nguyễn Văn A bị bắt quả tang khi đang cố gắng đột nhập vào một ngôi nhà ở Hà Nội. Anh ta không lấy bất kỳ tài sản nào và cũng không gây ra thiệt hại cho tài sản. Câu hỏi: Nguyễn Văn A có thể bị truy cứu trách nhiệm hình sự vì tội gì?,"Theo Điều 37.7.LQ.157, Nguyễn Văn A không thể bị truy cứu trách nhiệm hình sự vì hành vi của anh ta không cấu thành tội phạm.",0.80734146,0.75822216,0.6340045,0.9444444444444444,0.07333908541846419
